index,r,l,t
198,-70.660159,44,13851.599587917328
199,-60.746727,26,13859.972651004791
200,-55.028522,9,13868.127182006836
201,-61.264368,21,13876.993938922882
202,-58.170226,12,13885.17818903923
203,-56.128092,10,13893.360038995743
204,-61.184201,26,13901.724251031876
205,-55.681121,11,13909.906059980392
206,-54.393083,21,13919.010133981705
207,-58.173199,12,13927.217627048492
208,-59.31603,10,13935.419228076935
209,-61.227529,20,13943.709213018417
210,-59.331445,18,13951.942682027817
211,-52.625123,4,13960.044954061508
212,-55.576505,11,13969.02728009224
213,-59.847481,14,13977.235049962997
214,-57.410659,8,13985.391346931458
215,-56.332516,8,13993.551348924637
216,-66.361726,18,14001.844188928604
217,-67.091058,18,14010.095005989075
218,-57.827001,10,14018.286134004593
219,-59.198346,9,14026.465161085129
220,-53.734199,5,14034.583755016327
221,-59.988803,11,14042.764100074768
222,-58.741425,10,14050.918688058853
223,-56.353088,8,14059.076416015625
224,-55.334327,8,14067.237651109695
225,-58.320089,8,14075.384764909744
226,-52.217462,9,14083.568062067032
227,-67.286217,20,14091.855766057968
228,-56.775906,11,14100.069915056229
229,-53.250376,11,14109.004399061203
230,-57.367737,9,14129.118464946747
231,-60.050339,31,14136.535594940186
232,-56.534439,8,14144.673644065857
233,-59.748805,15,14152.987525939941
234,-60.628993,28,14162.019520998001
235,-58.513667,10,14170.175098896027
236,-63.681393,10,14178.351378917694
237,-63.927435,18,14186.610804080963
238,-73.829443,17,14194.84764790535
239,-58.099353,10,14203.037254095078
240,-50.316688,8,14211.206165075302
241,-55.256894,9,14219.393096923828
242,-69.31307,32,14228.360040903091
243,-54.731097,12,14236.570521116257
244,-53.647001,12,14244.774730920792
245,-57.571106,11,14252.928270101547
246,-73.652919,23,14261.236819982529
247,-65.481169,19,14269.557718038559
248,-53.774719,7,14277.68076300621
249,-47.356795,14,14287.844460964203
250,-64.204102,20,14307.186753034592
251,-2669.398572,2001,14834.446630001068
252,-759.233776,518,15020.033430099487
253,-64.329817,11,15028.226722955704
254,-55.105072,10,15036.412997961044
255,-58.383915,10,15044.596369028091
256,-59.136831,12,15052.81730890274
257,-58.982214,21,15061.990942001343
258,-60.726718,10,15070.162710905075
259,-61.037451,10,15078.346801042557
260,-58.520231,8,15086.503722906113
261,-59.813509,8,15094.663978099823
262,-59.490048,8,15102.80413889885
263,-59.177357,8,15110.964943885803
264,-54.20963,8,15119.138118982315
265,-54.785676,10,15127.323590993881
266,-65.362731,21,15135.65916800499
267,-65.246673,13,15144.598107099533
268,-58.551845,10,15152.767889976501
269,-52.897126,19,15161.003660917282
270,-60.076974,17,15169.230803966522
271,-57.091565,20,15177.539724111557
272,-54.248505,12,15197.700006008148
273,-53.073854,9,15205.868643045425
274,-56.462495,9,15214.050126075745
275,-56.474127,10,15223.07929611206
276,-70.281469,34,15230.561521053314
277,-58.074359,8,15238.772927999496
278,-61.031295,14,15247.027909040451
279,-61.157675,10,15255.220230102539
280,-59.005879,10,15264.391468048096
281,-57.960272,14,15272.60041308403
282,-47.707121,6,15280.736304998398
283,-58.58811,16,15289.057466983795
284,-65.875457,12,15297.240271091461
285,-73.664061,21,15305.984469890594
286,-62.31067,10,15314.149204969406
287,-61.753559,10,15322.310384988785
288,-59.716344,8,15330.466841936111
289,-59.542857,8,15338.623225927353
290,-56.241853,6,15347.587640047073
291,-63.031425,24,15355.90705704689
292,-56.33183,11,15364.11770606041
293,-65.7747,18,15372.352047920227
294,-52.856878,8,15380.500610113144
295,-54.395381,8,15388.6461789608
296,-59.746835,9,15396.813951969147
297,-68.041827,22,15405.980901956558
298,-57.915818,10,15414.139096975327
299,-59.057482,10,15422.287172079086
300,-58.934327,10,15430.462093114853
301,-52.759636,4,15438.568684101105
302,-53.817587,8,15446.733725070953
303,-54.889931,8,15454.905121088028
304,-59.790193,14,15463.142272949219
305,-61.002103,12,15472.049366950989
306,99.353283,1,15478.10316491127
307,-55.499225,9,15480.238956928253
308,-56.071056,11,15489.019900083542
309,-58.439998,12,15497.22761106491
310,-48.284925,10,15505.380311965942
311,-54.347457,8,15513.546623945236
312,-61.32419,19,15521.82251906395
313,-679.105987,2001,15955.523395061493
314,-321.768706,2001,16360.631607055664
315,-251.526594,180,16420.242625951767
316,-864.525134,2001,16898.380283117294
317,-316.950712,2001,17318.260618925095
318,-433.577542,2001,17722.696736097336
319,-2521.666921,2001,18132.149230003357
320,-199.730687,2001,18529.17678809166
321,-330.431794,2001,18952.019989967346
322,-1167.224405,2001,19381.866250038147
323,-1504.694004,2001,19766.12449502945
324,-324.715399,2001,20167.510389089584
325,-481.542068,2001,20548.522926092148
326,-592.951262,2001,20964.17550301552
327,-425.212677,2001,21340.33388209343
328,-770.955639,2001,21774.227586984634
329,-847.361446,2001,22163.09733605385
330,-1079.355106,2001,22562.427645921707
331,-2244.269993,2001,22964.291601896286
332,-465.012381,2001,23401.394063949585
333,-468.460621,2001,23819.941869020462
334,-319.73742,2001,24206.824516057968
335,-313.513322,2001,24624.02916908264
336,-1190.578741,2001,25007.997824907303
337,-206.28211,2001,25407.231580018997
338,-1463.447554,2001,25784.084640026093
339,-1141.049567,2001,26196.01215696335
340,-379.24801,2001,26587.976438999176
341,-1081.181068,2001,26980.479614019394
342,-856.20376,2001,27362.654661893845
343,-2433.335214,2001,27727.95399904251
344,-960.085662,2001,28094.761837005615
345,-349.495718,2001,28457.702153921127
346,-1660.774444,2001,28820.93328499794
347,-490.499729,2001,29187.74858188629
348,-671.730819,2001,29519.90053510666
349,-2023.479136,2001,29893.61483192444
350,-446.358583,2001,30234.859011888504
351,-1754.339863,2001,30582.189230918884
352,-343.123665,2001,30965.7869849205
353,-312.972779,2001,31349.382622003555
354,-233.160787,2001,31689.534300088882
355,-409.866484,2001,32062.762809991837
356,-1327.54905,2001,32420.851963996887
357,-323.345451,2001,32782.704813957214
358,-1022.288674,1960,33135.285840034485
359,-1309.499006,1163,33411.846698999405
360,-54.039765,5,33419.97209692001
361,-62.284796,8,33428.15076303482
362,-65.713758,17,33452.56930708885
363,-25.550267,174,33499.243546009064
364,-703.230032,2001,33866.65329289436
365,-377.5386,2001,34234.177855968475
366,-808.379212,2001,34596.72476506233
367,-1101.679956,2001,34947.76275897026
368,-850.000744,2001,35304.21777892113
369,-249.356782,2001,35680.73091697693
370,-720.613961,2001,36055.90139603615
371,-824.049752,2001,36402.59900689125
372,-339.162136,2001,36784.59663391113
373,-329.892633,2001,37156.98960804939
374,-773.483392,2001,37529.23842191696
375,-744.282242,2001,37890.84520196915
376,-2067.387952,2001,38263.63827109337
377,-2953.881651,2001,38605.02809596062
378,-668.459502,1419,38872.001209020615
379,-296.79747,2001,39266.515535116196
380,-317.124443,2001,39641.41605091095
381,-231.341105,2001,40025.580818891525
382,-2637.154237,2001,40405.12875509262
383,-319.873896,2001,40773.26300096512
384,-281.835828,2001,41135.5975921154
385,-269.237597,2001,41492.1948530674
