index,r,l,t
276,-1567.881615,21,16928.173620939255
277,-1568.246105,23,16958.366714954376
278,-1603.002075,23,16988.565607070923
279,-1628.070574,89,17086.72141289711
280,-1548.82897,11,17104.579608917236
281,-1542.003758,11,17131.46964788437
282,-1672.740237,255,17409.395091056824
283,-1571.119184,47,17464.316565990448
284,-1575.134817,267,17754.83286690712
285,-1535.040689,5,17775.54510498047
286,-1526.228883,3,17785.164844036102
287,-1707.258456,189,17995.379309892654
288,-1535.235023,9,18020.193049907684
289,-1576.529657,173,18204.81804895401
290,-1557.571371,109,18332.57893204689
291,-1520.237481,99,18449.98525595665
292,-1627.992454,393,18861.149677038193
293,-1608.617464,269,19144.834604024887
294,-1570.869432,11,19162.6776099205
295,-1529.111818,5,19183.399126052856
296,-1515.827277,3,19193.03421497345
297,-1588.611585,209,19414.808089971542
298,-1609.495686,289,19727.698688030243
299,-1523.938165,3,19746.38334298134
300,-1601.410683,61,19824.83592891693
301,-1540.889024,21,19862.115613937378
302,-1592.185764,17,19886.114037036896
303,-1543.625122,5,19897.815188884735
304,-1597.766626,35,19949.483269929886
305,-1725.104467,101,20068.68052506447
306,-1556.829287,111,20189.199238061905
307,-1588.684185,71,20268.910540103912
308,-1516.191593,3,20278.531023979187
309,-1522.590269,5,20290.208606004715
310,-1522.27045,5,20301.88859796524
311,-1544.900272,5,20322.58237504959
312,-1575.534159,11,20349.491236925125
313,-1629.326792,57,20423.725096940994
314,-1546.581447,11,20450.596348047256
315,-1683.214783,895,21378.429943084717
316,-1527.603033,103,21491.026853084564
317,-1547.586875,143,21644.667937994003
318,-1532.896873,7,21658.42218399048
319,-1519.793507,3,21668.02590894699
320,-1546.208313,5,21679.712687969208
321,-1664.669398,311,22006.43318796158
322,-1544.487841,25,22038.70860505104
323,1975.618333,16,22061.193743944168
324,-1538.561765,5,22067.87587094307
325,-1558.916615,187,22275.939593076706
326,-1550.711285,101,22395.472449064255
327,-1748.932736,545,22972.01051592827
328,-1564.493034,29,23008.43076491356
329,-1665.682991,307,23339.82901096344
330,-1531.926264,5,23351.49542593956
331,-1528.47607,35,23394.039716959
332,-1531.524185,197,23603.487426042557
333,-1557.14795,29,23639.8432700634
334,-1592.991247,371,24028.05465197563
335,-1573.192189,29,24064.41854405403
336,-1611.693863,245,24322.94240808487
337,-1750.780199,357,24697.087430000305
338,-1546.513451,49,24763.131551027298
