index,r,l,t
107,-107.092905,9,16850.601979017258
108,-111.340234,7,16867.788125038147
109,-106.770235,7,16875.938720941544
110,-101.06909,1,16891.03173494339
111,-109.204202,6,16899.182737112045
112,-107.199398,7,16907.336833953857
113,-108.193531,7,16936.5487780571
114,-120.076686,13,16956.877053022385
115,-382.281622,161,17045.1858189106
116,-208.75731,81,17105.97788500786
117,-110.456859,5,17122.140158891678
118,-105.853733,7,17139.343202114105
119,-105.506093,7,17147.48339700699
120,-111.489125,9,17165.75636792183
121,-646.452355,213,17290.08020091057
122,-109.297904,7,17298.20388007164
123,-105.597826,3,17313.333327054977
124,-117.548257,9,17322.512564897537
125,-112.510046,7,17330.662043094635
126,-107.071032,5,17337.775281906128
127,-112.241646,9,17356.005693912506
128,-101.611684,1,17371.094584941864
129,-110.030997,8,17380.296269893646
130,-101.68226,1,17395.3821310997
131,-108.548534,6,17403.543740987778
132,-106.840231,7,17411.69668507576
133,-109.061518,7,17419.848124980927
134,-112.796928,7,17437.037249088287
135,-105.930576,7,17445.179517030716
136,-107.601543,7,17462.36628293991
137,-105.48602,5,17469.483700037003
138,-105.894671,7,17487.705769062042
139,-110.178363,5,17503.865716934204
140,-112.231074,7,17512.030627965927
141,-110.469259,7,17520.17828297615
142,-111.727247,7,17528.346328020096
143,-112.038473,9,17536.537703990936
144,-101.173456,1,17551.621155023575
145,-119.206414,8,17560.80071592331
146,-109.260747,5,17576.94566488266
147,-111.296076,7,17585.086652994156
148,-109.218549,7,17593.245440006256
149,-110.126979,7,17601.376110076904
150,-112.692355,7,17618.56588292122
151,-108.987035,7,17626.71136689186
152,-112.102056,7,17643.907588005066
153,-104.593727,7,17652.06311607361
154,-109.704113,7,17669.258636951447
155,-112.254253,7,17676.384979963303
156,-111.022436,7,17684.549201965332
157,-108.236793,5,17700.683151960373
158,-109.34867,7,17708.848592996597
159,-109.261873,5,17724.987854003906
160,-112.691005,7,17733.1305809021
161,-107.012267,7,17741.288197994232
162,-107.974339,7,17749.46524810791
163,-116.712118,7,17766.658945083618
164,-115.02033,9,17784.88714504242
165,-113.06497,7,17793.06504201889
166,-109.228664,7,17801.217706918716
167,-110.208037,9,17809.380822896957
168,-110.827092,7,17826.564078092575
169,-113.610603,9,17844.800409078598
170,-108.790408,5,17860.93741607666
171,-117.95642,9,17879.16549706459
172,-108.153472,7,17887.30437397957
173,-109.823702,7,17895.432672977448
174,-107.399485,7,17903.5814640522
175,-108.384374,5,17910.68195796013
176,-105.581411,5,17917.793031930923
177,-113.633393,7,17934.964333057404
178,-111.747788,7,17943.12449502945
179,-104.041434,3,17958.267405986786
180,-115.853411,9,17967.439668893814
181,-111.430462,7,17990.66251206398
182,-109.247557,7,17998.807919979095
183,-106.558129,7,18006.944003105164
184,-107.126216,7,18015.0721719265
185,-109.833104,9,18032.256052017212
186,-175.873568,39,18057.130213022232
187,-112.903328,7,18065.288414001465
188,-116.082869,7,18073.436981916428
189,-115.792141,7,18081.572475910187
190,-123.102864,9,18099.80461001396
191,-111.840359,5,18115.971395015717
192,-107.062207,7,18133.180984020233
193,-106.876112,7,18141.336136102676
194,-106.594484,7,18149.489000082016
195,-122.883354,9,18167.66894507408
196,-112.30138,7,18175.823533058167
197,-106.255264,7,18183.97561597824
198,-110.729282,7,18192.09148788452
199,-111.109809,5,18208.218595027924
200,-115.86749,9,18225.41980290413
201,-109.522936,5,18232.524585962296
202,-105.143142,3,18239.599864006042
203,-116.357104,9,18259.866091012955
204,-109.970264,5,18276.015553951263
205,-114.641123,9,18284.175236940384
206,-111.708779,9,18302.426495075226
207,-116.160607,7,18310.56987094879
208,-110.156947,7,18318.705929994583
209,-106.549809,7,18326.862021923065
210,-3297.95146,1064,18893.44112110138
211,-3816.542676,1729,19792.32193493843
212,-113.588973,7,19815.49514889717
213,-109.779802,5,19831.644593954086
214,-107.120759,5,19847.799738883972
215,-106.294761,7,19855.917151927948
216,-106.758343,7,19864.06704711914
217,-117.523067,9,19882.272197008133
218,-108.300218,7,19899.443708896637
219,-113.750017,9,19917.66230893135
220,-1334.194363,479,20171.56442809105
221,-1722.421368,631,20513.534048080444
222,-118.629565,7,20521.666328907013
223,148.226505,1,20527.724863052368
224,-111.001738,7,20529.82482290268
225,-104.816379,7,20537.991708040237
226,-114.011286,9,20556.235096931458
227,-102.59978,7,20564.3694961071
228,-111.596522,7,20572.533921957016
229,-110.047082,7,20580.680479049683
230,-112.713601,7,20597.88385295868
231,-107.46991,3,20604.954442977905
232,-109.794253,6,20613.06366109848
233,-103.875213,5,20620.17631793022
234,-286.28011,67,20667.555650949478
235,-119.008653,7,20675.695964097977
236,-108.289246,7,20683.8457300663
237,-111.088856,7,20692.001326084137
238,-108.682696,7,20700.127937078476
239,-110.725161,7,20717.31501889229
240,-111.3194,9,20735.565350055695
241,-116.829499,7,20743.724354982376
242,-114.470243,7,20751.877846956253
243,-110.398568,7,20760.0186920166
244,-115.085868,7,20777.194031000137
245,-119.093042,7,20785.336188077927
246,-113.414018,7,20802.53578400612
247,-105.135353,3,20809.59947991371
248,-111.837601,9,20829.844613075256
249,-106.55119,5,20844.993733882904
250,-110.694037,7,20853.145504951477
251,-110.259211,5,20869.29825091362
252,-107.963653,7,20877.453397989273
253,-110.5402,7,20885.617897987366
254,-109.259464,7,20893.77378988266
255,-101.276172,1,20908.85288310051
256,-110.859791,6,20916.9896569252
257,-108.998774,7,20925.119328975677
258,-106.955891,5,20941.274535894394
259,-107.273486,7,20949.39759707451
260,-101.510485,1,20964.492630004883
261,-108.422343,6,20972.642663002014
262,-106.992038,5,20979.75890302658
263,-106.193834,5,20987.891882896423
264,-103.352442,3,20994.98074889183
265,-115.67291,7,21018.19060897827
266,-106.926195,7,21026.32891011238
267,-106.729796,7,21034.474205970764
268,-107.84747,7,21051.64847803116
269,-105.596691,5,21058.751324892044
270,-109.884658,7,21066.897789001465
271,-107.087145,5,21083.043462991714
272,-110.728931,5,21099.21834206581
273,-115.290272,9,21117.415349960327
274,-109.911473,7,21125.572860956192
275,-109.87351,7,21133.71344590187
276,-109.388312,7,21141.863394021988
277,-105.062657,7,21150.02060508728
278,-188.305601,27,21176.625294923782
279,-110.670334,7,21184.776297092438
280,-107.217397,7,21192.933800935745
281,-112.088962,9,21201.078772068024
282,-108.203296,3,21216.202713012695
283,-106.820215,7,21224.33711695671
284,-112.177109,9,21242.557732105255
285,-301.916683,117,21317.006266117096
286,-115.216196,7,21325.169620990753
287,-109.651134,7,21333.32990193367
288,-108.313902,5,21340.429203033447
289,-107.335594,5,21347.54460501671
290,-109.98684,7,21355.691014051437
291,-109.620154,5,21370.826987028122
292,-105.873857,5,21377.93586206436
293,-117.161682,9,21396.13027405739
294,-109.23279,7,21413.304827928543
295,-110.000265,7,21421.428709983826
296,-109.293927,7,21438.59485411644
297,-110.417695,7,21455.804064035416
298,-106.284598,7,21472.96431493759
299,-107.285439,7,21481.107455968857
300,-106.804212,5,21488.22757101059
301,-106.457676,5,21504.37507891655
302,-105.76742,7,21512.528857946396
303,-110.804044,7,21520.648998975754
304,-105.934165,7,21528.799555063248
305,-107.787888,7,21545.999507904053
306,-105.946164,7,21554.13237094879
307,-110.164892,7,21571.32296204567
308,-211.928242,37,21603.12220311165
309,-102.520884,1,21618.213042020798
310,-109.351944,6,21626.351941108704
311,-476.713565,121,21702.917695999146
312,-115.548342,5,21719.04991197586
313,-122.321742,7,21727.191097974777
314,-117.511854,7,21735.34424495697
315,-109.091767,7,21743.485905885696
316,-110.907864,9,21760.689374923706
317,-280.010436,63,21797.882558107376
318,-116.186415,7,21806.030757904053
319,-110.757243,7,21814.17342209816
320,-111.393502,7,21822.326601028442
321,-232.459444,158,21916.6026198864
322,-217.170055,51,21942.714253902435
323,-111.142976,7,21959.923578977585
324,-109.606973,9,21978.180413007736
325,-113.403301,7,21986.32567691803
326,-109.9099,7,21994.48854804039
327,-110.165246,7,22002.640578985214
328,-114.608359,7,22019.828027009964
329,-107.861011,5,22026.950898885727
330,-109.293218,7,22035.110738039017
331,-114.738125,5,22051.259026050568
332,-116.364888,5,22058.373922109604
333,-114.812178,7,22066.528021097183
334,-115.490519,5,22073.607702970505
335,-112.446436,9,22091.846299886703
336,-105.949655,7,22109.082649946213
337,-110.062363,7,22117.22856903076
338,-109.36359,7,22125.37904191017
339,-107.252965,7,22142.602870941162
340,-110.990817,9,22150.754956960678
341,-108.672854,7,22167.94088602066
342,-153.273943,27,22194.517350912094
343,-112.822786,7,22211.71066093445
344,-106.1257,7,22228.917804002762
345,-109.77917,7,22237.057995080948
346,-101.459936,1,22252.145021915436
347,-107.67974,8,22261.3382461071
348,-108.534125,5,22268.457586050034
349,-106.261646,5,22275.565190076828
350,-104.514874,5,22282.666358947754
351,-107.446538,7,22290.833683013916
352,-105.64922,3,22305.979851961136
353,-105.263573,7,22314.09641599655
354,-108.584374,7,22322.251039981842
355,-108.495779,5,22338.40116405487
356,-103.905297,7,22346.55287504196
357,-107.156267,7,22354.710644960403
358,-110.39242,7,22371.8999478817
359,-114.41395,9,22390.129421949387
360,-576.311544,163,22488.70104289055
361,-119.47583,9,22496.87740302086
362,-107.586261,7,22505.04049706459
363,-114.391359,7,22522.24950003624
364,-106.823029,5,22529.350778102875
365,-106.689452,5,22536.469173908234
366,-107.070454,7,22553.652863025665
367,-108.707781,7,22561.78036594391
368,-109.567299,5,22577.934684991837
369,-109.581937,7,22595.131311893463
370,-111.22672,7,22603.282023906708
371,-101.501313,1,22618.36358690262
372,-111.360744,6,22626.50810790062
373,-106.923537,7,22634.651644945145
374,-108.098255,7,22651.824783086777
375,-108.999529,7,22669.0051779747
376,-114.278292,5,22676.10858106613
377,-114.51591,7,22684.270873069763
378,-110.961569,5,22700.434772014618
379,-122.417723,7,22708.573344945908
380,-113.698299,5,22715.68289399147
381,-107.164681,7,22723.836293935776
382,-107.036753,5,22739.980501890182
383,-101.490757,1,22755.067269086838
384,-106.067668,6,22763.207499980927
385,-106.173935,7,22771.361192941666
386,-109.186492,7,22788.558465003967
387,-113.250181,9,22806.771537065506
388,-116.65567,7,22814.920483112335
389,-111.536019,7,22823.09267306328
390,-106.12263,7,22831.259497880936
391,-152.738519,27,22857.86820292473
392,-103.96064,1,22872.951613903046
393,-107.542403,6,22881.086781978607
394,-115.693406,7,22889.252212047577
395,-109.225986,7,22906.425587892532
396,-106.135938,7,22923.63263607025
397,-108.164595,7,22931.77424788475
398,-109.286922,5,22947.930948019028
399,-111.02237,7,22965.10903096199
400,-478.845042,143,23053.14373397827
401,-393.960573,131,23125.82307100296
402,-116.944403,7,23133.950257062912
403,-110.911449,7,23151.140047073364
404,-108.724745,7,23159.2694439888
405,-108.397149,7,23167.431716918945
406,-114.92583,7,23184.62291288376
407,-111.293043,9,23202.873652935028
408,-109.078146,7,23211.0444419384
409,-109.702896,7,23219.181634902954
410,-108.279393,7,23227.332357883453
411,-106.237434,5,23234.44824194908
412,-233.888966,51,23273.52153110504
413,-103.132064,1,23288.614314079285
414,-113.44882,8,23297.78185892105
415,-109.598408,7,23305.912653923035
416,-108.771929,7,23314.05719590187
417,-111.517236,5,23321.154267072678
418,-116.978802,9,23339.384946107864
419,-118.507731,9,23347.54777407646
420,-118.493199,7,23370.737946987152
421,-111.43314,7,23393.966011047363
422,-108.664724,7,23411.15495109558
423,-112.250915,7,23419.300164937973
424,-109.502422,7,23436.48217010498
425,-105.375205,3,23443.53623008728
426,-100.587065,2,23450.628592967987
427,-108.03324,8,23459.82936310768
428,-108.38768,7,23477.02537703514
429,-112.218721,5,23484.156807899475
430,-112.108478,5,23491.266633987427
431,-112.784946,7,23508.469007968903
432,-114.404328,7,23516.59546303749
433,-108.598433,5,23532.76186490059
434,-116.62708,9,23551.008995056152
435,-110.173037,5,23567.1591899395
436,-111.979994,7,23575.314984083176
437,-107.649475,5,23582.42609000206
438,-108.365597,7,23590.560508966446
439,-109.78559,7,23598.73205804825
440,-106.533437,5,23605.841975927353
441,-107.993395,5,23612.940800905228
442,-106.933446,7,23630.133611917496
443,-111.524355,7,23638.297471046448
444,-112.879648,7,23673.53629899025
445,-104.824167,7,23681.667382001877
446,-106.083801,7,23689.823421001434
447,-110.011714,7,23697.973437070847
448,-111.671648,9,23716.213474035263
449,-105.954405,7,23724.352431058884
450,-110.571569,9,23732.53324198723
451,-108.20483,7,23740.688491106033
452,-225.877245,55,23800.87780189514
453,-116.360032,7,23809.023020029068
454,-113.625536,7,23817.153971910477
455,-105.381219,7,23825.31112408638
456,-110.376397,7,23842.47377705574
457,-111.101776,5,23849.582016944885
458,-112.192223,7,23857.73240995407
459,-105.7615,5,23873.88619709015
460,-108.261653,7,23882.04218506813
461,-101.486558,1,23897.127645015717
462,-109.50515,8,23905.28242301941
463,-108.727977,5,23921.439502954483
464,-107.751225,7,23929.580050945282
465,-106.383545,7,23937.723393917084
466,-108.824932,7,23945.88945889473
467,-106.751557,7,23963.09254193306
468,-109.47624,7,23971.242327928543
469,-110.150257,7,23988.415244102478
470,-108.401753,5,23995.53059196472
471,-108.204375,5,24002.604815006256
472,-102.038745,1,24023.711316108704
473,-109.508155,6,24031.8428709507
474,-103.128419,3,24046.960110902786
475,-107.068534,7,24055.089452028275
476,-225.606129,57,24098.346024036407
477,-115.345633,9,24116.56079506874
478,-109.809688,7,24124.733665943146
479,-108.444049,7,24132.83876299858
480,-111.875114,7,24141.010746002197
481,-110.78484,7,24149.166534900665
482,-108.664895,7,24166.35029411316
483,-104.227628,7,24174.513459920883
484,-113.096576,7,24191.71847510338
485,-108.256392,7,24208.904949903488
486,-104.987215,5,24216.01109790802
487,-105.975696,7,24224.159312963486
488,-105.681655,5,24240.331543922424
489,-110.058221,7,24248.479975938797
490,-101.342334,1,24263.548535108566
491,-106.598506,6,24271.690728902817
492,-129.345122,19,24294.09974002838
493,-116.888734,9,24312.335180044174
494,-107.106523,7,24329.510735988617
495,-108.111315,7,24337.62924194336
496,-109.055206,7,24354.821067094803
497,-106.650007,7,24372.013329982758
498,-108.972823,7,24380.172996997833
499,-108.35011,5,24396.300352096558
500,-114.495885,9,24414.542115926743
501,-116.926868,7,24422.679361104965
502,-109.701599,9,24430.85146999359
503,-106.730446,7,24439.01583790779
504,-109.145746,7,24447.1769490242
505,-107.380771,7,24455.32950901985
506,-101.40913,1,24470.417999982834
507,-110.403676,6,24478.546763896942
508,-111.82533,7,24486.704190969467
509,-101.66265,1,24501.78407406807
510,149.110079,1,24507.830171108246
511,-111.206315,9,24509.949121952057
512,-113.685303,5,24526.107731103897
513,-116.07791,7,24534.261281967163
514,-110.332337,9,24552.46203994751
515,-113.184256,7,24575.68396806717
516,-106.327149,7,24583.824464082718
517,-105.397345,5,24590.93776011467
518,-108.233127,7,24599.08997297287
519,-108.564037,5,24606.190768957138
520,-467.464293,119,24681.540496110916
521,-119.483215,7,24689.66774392128
522,-108.137562,7,24697.8178191185
523,-108.552766,7,24705.925064086914
524,-106.108882,7,24723.125344991684
525,-111.770601,9,24741.339320898056
526,-109.103321,7,24749.471834897995
527,-107.231726,7,24757.639494895935
528,-106.438605,7,24765.80225801468
529,-110.313496,7,24773.96458506584
530,-117.84858,9,24792.18358707428
531,-108.600885,7,24800.3540289402
532,-112.724151,7,24808.49700498581
533,-112.065477,5,24815.586359024048
534,-114.448599,7,24823.740900039673
535,-119.393753,9,24841.96029305458
536,-106.861081,3,24857.085165977478
537,-108.318928,9,24874.270417928696
538,-141.934744,11,24884.52302789688
539,-113.853557,7,24907.73523402214
540,-111.182908,7,24915.88170695305
541,-107.120559,7,24924.035164117813
542,-108.086519,7,24941.242213010788
543,-107.269006,5,24948.365550994873
544,-111.781792,7,24956.53400492668
545,-106.105529,5,24972.70796394348
546,-113.123739,7,24995.92077589035
547,-114.696753,9,25014.151340007782
548,-113.127334,7,25022.301465034485
549,-108.111174,7,25030.45793890953
550,-109.762657,7,25038.602891921997
551,-113.020166,9,25056.855194091797
552,-113.231729,7,25065.006660938263
553,-108.70485,7,25073.15411710739
554,-105.763362,5,25080.251621961594
555,-108.383598,7,25088.401582956314
556,-112.526437,5,25104.5577750206
557,-113.634804,7,25112.717046022415
558,-105.847022,5,25119.83032298088
559,-110.259641,7,25127.973436117172
560,-110.595617,5,25144.118626117706
561,-197.278527,53,25185.322907924652
562,-121.476753,7,25193.491445064545
563,-111.48569,7,25201.64363503456
564,-110.16818,7,25209.795516967773
565,-107.733435,7,25217.95352292061
566,-111.333819,9,25236.22363090515
567,-117.903445,9,25254.461143016815
568,-108.237362,7,25262.618776082993
569,-105.588828,7,25270.76939201355
570,-103.758181,7,25278.936774015427
571,-106.134282,7,25296.127326011658
572,-113.383193,7,25313.34511899948
573,-110.257719,5,25320.44566488266
574,-109.852682,7,25328.585982084274
575,-108.865917,5,25344.739563941956
576,-107.679815,7,25352.85170507431
577,-106.579414,7,25370.030167102814
578,-107.699458,7,25378.16329598427
579,-109.960781,7,25395.378643989563
580,-107.618608,7,25412.557399988174
581,-117.27475,7,25420.70468711853
582,-116.573229,7,25437.910998106003
583,-109.429854,7,25446.074047088623
584,-107.902294,7,25463.26941204071
585,-112.609633,9,25481.516650915146
586,-114.314641,7,25489.665580034256
587,-108.968076,7,25497.81610393524
588,-108.22961,7,25505.984920024872
589,-101.35382,1,25527.086894989014
590,-111.718835,6,25535.187509059906
591,-109.983338,5,25542.30166697502
592,-112.587699,7,25559.492399930954
593,-109.817708,9,25577.737238883972
594,-112.841878,7,25585.89024400711
595,-109.971702,7,25594.044725894928
596,-108.23236,7,25602.192118883133
597,-103.831005,7,25619.40378499031
598,-110.413398,7,25627.556720018387
599,-119.385367,7,25644.767021894455
600,-106.797441,5,25651.876940011978
601,-117.749999,9,25670.122788906097
602,-102.231031,1,25685.189870119095
603,-119.218324,8,25694.37277698517
604,-112.84868,5,25710.50737595558
605,-110.835632,7,25718.623215913773
606,-112.655571,7,25726.793173074722
607,-109.821139,7,25743.98407292366
608,-109.827816,7,25752.13689494133
609,-110.615749,7,25769.313585042953
610,-107.891189,5,25776.430625915527
611,-115.324845,9,25794.659984111786
612,-117.024576,7,25802.810585021973
613,-106.704743,5,25809.923724889755
614,-106.906907,7,25818.05537700653
615,-107.753486,7,25826.183914899826
616,-108.531418,7,25843.348607063293
617,-110.118894,7,25851.503443956375
618,-111.184025,5,25867.6609480381
619,-106.427089,7,25875.796565055847
620,-113.639018,9,25892.996855974197
621,-105.883243,5,25900.094897031784
622,-112.838122,9,25918.327858924866
623,-106.456764,5,25934.492650985718
624,-113.121574,9,25952.698143959045
625,-117.675816,11,25962.946634054184
626,-108.801896,5,25979.106513023376
627,-109.415024,7,25987.255722999573
628,-105.953185,7,25995.41591310501
629,-105.268828,7,26003.56001806259
630,-108.780834,7,26020.757088899612
631,-117.779814,9,26038.9958589077
632,-121.564055,7,26047.14581298828
633,-113.57026,7,26055.289937973022
634,-106.977883,7,26063.429806947708
635,-107.054015,5,26070.542834043503
636,-107.697604,7,26087.7534968853
637,-111.87171,7,26095.893672943115
638,-105.975245,5,26112.098819971085
639,-111.332682,7,26120.238460063934
640,-108.012631,7,26137.45668888092
641,-107.422366,7,26145.61631989479
642,-101.476176,1,26172.751857995987
643,-108.14616,6,26180.90391111374
644,-111.920244,7,26204.12001991272
645,-109.47004,7,26212.256104946136
646,-106.427288,7,26220.417181015015
647,-112.39195,7,26237.60578894615
648,-115.282185,7,26245.735692977905
649,-106.465843,7,26262.914000988007
650,-110.084473,7,26271.051856040955
651,-107.86885,5,26278.164973020554
652,-109.898251,7,26286.31918001175
653,-106.04683,5,26293.418808937073
654,-112.01289,7,26310.63016295433
655,-105.132861,5,26317.764940977097
656,-107.694975,9,26326.95423102379
657,-114.726548,7,26335.07784295082
658,-107.635708,7,26352.2880051136
659,-113.439161,7,26375.50553703308
660,-111.792338,7,26383.640866994858
661,-104.892494,7,26391.795948028564
662,-104.59822,7,26399.95454788208
663,-105.831767,7,26417.15227007866
664,-109.502797,5,26424.255007982254
665,-105.989852,7,26432.409467935562
666,142.919127,4,26447.53470301628
667,-102.671893,1,26448.546437978745
668,-111.918579,6,26456.693546056747
669,-113.383628,7,26464.838814020157
670,-105.931677,7,26472.990957021713
671,-104.020355,3,26488.122236013412
672,-112.507967,7,26496.248735904694
673,-106.008632,7,26513.43709897995
674,-110.056681,7,26521.587421894073
675,-101.667973,1,26536.679754018784
676,-110.014007,6,26544.808275938034
677,-109.830289,7,26552.946430921555
678,-108.536574,7,26570.11319708824
679,-105.899325,3,26577.18973994255
680,-101.572131,2,26584.261621952057
681,-107.63657,8,26592.409087896347
682,-108.883832,5,26608.563092947006
683,-112.101163,7,26616.71828699112
684,-111.739709,7,26624.878701925278
685,-101.523105,1,26639.962182044983
686,-108.285697,6,26648.088310956955
687,-112.803934,9,26666.330065011978
688,-108.164941,7,26683.523168087006
689,-110.375425,9,26701.729162931442
690,-115.524236,7,26709.889848947525
691,-109.691444,7,26718.037909030914
692,-105.511633,5,26725.13767504692
693,-107.779236,7,26733.288517951965
694,119.381833,16,26754.65345311165
695,-166.45009,29,26769.256557941437
696,-108.364005,7,26786.45294904709
697,-106.249761,7,26794.616689920425
698,-106.021544,7,26811.816899061203
699,-115.039986,9,26830.051879882812
700,-104.718445,7,26838.233565092087
701,-107.625094,9,26846.399995088577
702,-108.619542,7,26854.561451911926
703,-110.143213,7,26862.722378969193
704,-116.94038,9,26879.935522079468
705,-113.496332,5,26887.0396630764
706,-113.710137,9,26905.259224891663
707,-101.967206,1,26920.345758914948
708,-111.711479,8,26929.506175994873
709,-105.390266,7,26946.694389104843
710,-109.766411,7,26954.859536886215
711,-108.304885,7,26972.061043977737
712,-109.555939,7,26979.182849884033
713,-112.514706,9,26997.433176994324
714,-111.092854,5,27013.600806951523
715,-111.193675,7,27021.750560998917
716,-108.786732,7,27029.877233982086
717,-104.695997,7,27038.029642105103
718,-112.579098,7,27061.22885990143
719,-118.47929,7,27069.388237953186
720,-121.719875,7,27077.528393030167
721,-105.931625,7,27085.679629087448
722,-106.020421,5,27092.788968086243
723,-121.056303,9,27111.01629304886
724,-108.645936,5,27127.18486905098
725,-112.24416,9,27145.42578291893
726,-109.171466,5,27161.578124046326
727,-104.377862,7,27169.739104032516
728,-111.748853,7,27186.92889904976
729,-113.446207,7,27195.09103488922
730,-101.385147,1,27210.17587208748
731,-105.759173,6,27218.32125902176
732,-110.884117,7,27235.52280497551
733,-114.390204,7,27243.64743089676
734,-112.369111,7,27260.82999396324
735,-109.226183,7,27268.99790596962
736,-109.396806,7,27286.166234970093
737,-107.159098,7,27294.297308921814
738,-109.245266,7,27311.487279891968
739,-120.36477,7,27318.620429992676
740,-112.778328,3,27325.690586090088
741,-118.786678,6,27333.838860034943
742,-105.973044,7,27341.991699934006
743,-110.830882,7,27350.134291887283
744,-111.630538,7,27358.282588005066
745,-106.579295,5,27365.392698049545
746,-109.024868,7,27373.527950048447
747,-107.072495,7,27381.6621799469
748,-116.988604,14,27388.87725996971
749,-116.553357,14,27397.088984012604
750,-110.148931,7,27405.23309111595
751,-107.354385,5,27412.34325504303
752,-108.366807,7,27420.488627910614
753,-103.679854,3,27435.5955619812
754,-106.897332,9,27444.77605199814
755,-113.611805,7,27452.929331064224
756,-113.630901,7,27461.05530500412
757,-101.529055,1,27476.146456956863
758,-113.503769,8,27485.33254289627
759,-107.755843,7,27502.518263101578
760,-108.168526,7,27510.64568591118
761,-110.411676,7,27527.829674959183
762,-116.475502,9,27546.05980706215
763,-105.581618,7,27554.213532924652
764,-106.494203,7,27562.350215911865
765,-109.552168,7,27570.512674093246
766,-105.450776,5,27577.602000951767
767,-119.903158,9,27595.850959062576
768,-107.362801,7,27604.009063005447
769,-108.467267,7,27612.13955807686
770,-113.894762,7,27620.279294013977
771,-102.111021,1,27635.360194921494
772,-110.592744,6,27643.511400938034
773,-108.279249,5,27650.602229118347
