index,r,l,t
755,-619.016991,55,88390.91473197937
756,-539.928777,13,88406.9825079441
757,-541.215742,9,88421.0739569664
758,-7095.361915,2434,89673.51182699203
759,-526.848023,7,89686.61644291878
760,-851.043078,211,89804.26909589767
761,-729.547963,205,89927.0181748867
762,-656.99756,83,89978.6887190342
763,-1520.810031,295,90147.27756404877
764,-2179.750246,671,90485.94950294495
765,-2639.621978,789,90897.5613219738
766,-504.005778,1,90917.6519100666
767,-2059.915848,630,91247.69597792625
768,-686.523019,83,91308.47872805595
769,-1132.638509,277,91450.66700911522
770,-529.320451,7,91463.70138001442
771,-1644.471918,426,91677.30105400085
772,-562.373438,19,91696.50853705406
773,-1181.481004,383,91900.71641993523
774,-737.195248,71,91955.3979780674
775,-1383.5129,297,92125.83943200111
776,-583.063659,19,92145.02817988396
777,-544.912659,15,92171.23891496658
778,-532.621587,9,92185.35935211182
779,-920.089111,199,92296.00095796585
780,-1454.482802,345,92480.94339704514
781,-1018.814933,193,92588.6569480896
782,-4709.107643,1012,93112.08549308777
783,-1499.818041,243,93255.23986506462
784,-4121.212037,1043,93794.52880311012
785,-692.890542,75,93851.11412596703
786,-4211.616189,1163,94452.41106295586
787,-2679.57496,942,94933.50824189186
788,-557.897383,15,94950.67869091034
789,-580.07407,29,94974.89825606346
790,-650.590189,63,95025.58586502075
791,-672.416556,119,95104.6653521061
792,972.029569,24,95125.81667804718
793,-1813.265782,361,95313.84099698067
794,-586.539867,23,95335.11315608025
795,-531.427878,7,95348.2160999775
796,-829.672988,127,95432.41053891182
797,-602.8086,43,95463.71062397957
798,-542.960187,17,95481.88694190979
799,-930.988041,183,95593.48478198051
800,-4408.79881,862,96047.66173100471
801,-2615.557921,455,96283.2274749279
802,-3597.21425,1326,96974.48360300064
803,-1431.824965,391,97191.69938492775
804,-525.170669,7,97204.75940608978
805,-816.810047,137,97283.93181610107
806,-642.333953,75,97340.64361596107
807,-1262.377278,235,97478.69053006172
808,-531.920429,7,97491.73451590538
809,-1789.397332,399,97704.81985092163
810,-713.474446,103,97775.69671106339
811,-545.21927,15,97792.83576703072
812,-536.37629,11,97817.0168709755
813,-608.423999,56,97852.48970890045
814,-590.693782,29,97871.69368696213
815,-530.180616,11,97884.76125001907
816,-725.819155,136,97945.71976089478
817,744.384983,106,98008.65621495247
818,-1739.730132,365,98198.67666602135
819,-1031.449145,317,98369.25381803513
820,-703.201529,59,98408.71871590614
821,-2095.722434,513,98679.0299448967
822,-3092.354432,907,99150.36283397675
823,-547.069687,9,99164.46421003342
824,-2621.887277,755,99566.70026111603
825,-547.725046,15,99583.81790995598
826,-576.600722,45,99616.24775505066
827,-878.63462,239,99756.19040298462
828,-611.943422,49,99790.66017508507
829,-602.155583,61,99831.12284398079
830,-896.666315,243,99964.90088105202
831,-2617.107715,893,100435.61755299568
832,-578.925428,33,100461.86111497879
833,-768.825147,105,100524.70437502861
834,-635.607323,31,100550.0070130825
835,-571.603999,33,100585.43461799622
836,-816.122339,115,100653.38867807388
837,-3580.504045,540,100934.8664650917
838,-617.613826,69,100979.50044202805
839,-959.335611,265,101133.70678591728
840,-563.334918,19,101152.91014003754
841,-557.315229,17,101180.11448097229
842,-1232.258538,313,101348.66144895554
843,-533.562258,9,101362.71161293983
844,-1068.772702,301,101525.21929097176
845,-530.06407,7,101538.31532597542
846,-602.776526,23,101568.55903792381
847,-2140.045981,479,101819.34610295296
848,-601.860516,31,101844.6405889988
849,-756.78983,125,101917.5878829956
850,-542.527304,11,101932.67699790001
851,-595.210448,27,101955.8971350193
852,-4050.060394,669,102315.23634791374
853,-1034.403772,147,102399.39472603798
854,-1520.366367,309,102565.83206510544
855,-529.323469,7,102578.9286301136
856,-547.026784,15,102596.10799503326
857,-2980.581201,533,102876.44475698471
858,-544.728488,7,102889.55083107948
859,-577.881806,21,102918.71752500534
860,-1432.407731,393,103127.99769091606
861,-2280.880433,449,103365.2880449295
862,-1852.574163,370,103540.90431404114
863,-1075.833099,259,103691.07317090034
864,-656.435765,87,103744.77842593193
865,-1314.602446,337,103934.48615002632
866,-588.324996,33,103969.74155306816
867,-533.112526,9,103992.86474704742
868,-521.557114,7,104005.94648599625
869,-551.097892,15,104023.12435603142
870,-741.675969,131,104108.27932596207
871,-564.610285,29,104132.57144188881
872,179.404353,384,104345.44567108154
873,-543.438817,9,104354.5400159359
874,924.699396,50,104388.84299993515
875,-970.958833,153,104471.1753680706
