type,x,y
goal,10.0,0.0
position,0.0,0.0
position,0.19443601067641023,-0.02049756864169394
position,0.04314357544601627,0.0008497213156481615
position,0.22819291060624067,0.020630786359161924
position,0.4732789361572438,0.07378816395639361
position,0.7305227434850696,0.13841742767391738
position,0.7306497666406913,0.17443912853441662
position,0.5385911684833135,0.15828734575373413
position,0.2975395450098204,0.13752081636035335
position,0.05387495109050691,0.09034321575149487
position,-0.045520736094499234,0.1139029837386873
position,0.02700491646487566,0.06323788583538369
position,0.193516058116048,-0.033333607922384066
position,-0.037939813023293974,0.005976924079834681
position,-0.2250613924140755,0.06616000670080134
position,-0.05106374928521457,0.09401446787105593
position,-0.12950663372570992,0.05652034194978404
position,-0.39328269096496504,-0.11815341269060589
position,-0.35606647481157516,-0.13409548199899157
position,-0.2523782077947669,-0.1256869744299949
position,-0.04578794338828347,-0.16711926386602088
position,0.1599087978967936,-0.14613392648497153
position,0.09451712765951818,-0.054296018419776534
position,0.00759619042547831,-0.0296627678534649
position,-0.21173431714510862,0.20477785557964479
position,-0.5224181975128788,0.3607157749904938
position,-0.5382641585404759,0.46955440076721366
position,-0.8257746311547098,0.5535120697028432
position,-1.0064104723096785,0.5323793403955928
position,-0.8826803210489145,0.5276318831274179
position,-1.0461035635099447,0.5765419936781921
position,-1.3203199423180394,0.5822882246256164
position,-1.4916890506126839,0.6325761932185892
position,-1.7634616604553734,0.707147017769594
position,-1.9208092929932126,0.794402736213026
position,-2.0808263537886487,0.9511227120549474
position,-1.974325581456619,0.830909268292079
position,-1.8034934703451928,0.6784913090382665
position,-1.614033369424496,0.48615046575454596
position,-1.7760219769070442,0.6102283739256134
position,-2.0217327415584876,0.7176040068311167
position,-2.2332897455855516,0.8383134214105392
position,-2.4861464075679436,0.9769092908298436
position,-2.402134051128796,0.981185618486305
position,-2.4664271048430595,1.0015628338520124
position,-2.727828018011294,0.9356842114225861
position,-2.9073039364420374,0.9303122944758865
position,-3.136847499483335,0.9758051832444873
position,-2.972451758989706,0.9808222349013025
position,-2.737513891784383,0.9717623732123561
position,-2.5413166255072723,0.9638988198675891
position,-2.2857437557535136,0.8719197430815819
position,-2.072063177543929,0.8025028783840005
position,-1.8812653662506675,0.7859434022817544
position,-1.6362300670731538,0.776401572102155
position,-1.8805741010489245,0.8422909620338196
position,-1.7164198106602582,0.8115362086907154
position,-1.460299896666491,0.75448972534504
position,-1.5901820440838337,0.8205227638917367
position,-1.8391472923404668,0.9404496334901186
position,-2.0708297067785035,1.0583728905348206
position,-1.8172625063702879,1.0179888601747171
position,-1.6862571325748335,0.9849836085229287
position,-1.4467973335969755,1.0349820263214562
position,-1.5795383194735746,0.9870776502592096
position,-1.6702236253353582,0.9705873609184271
position,-1.5155078115695555,0.9911540853760334
position,-1.7620634115646954,0.9820827544545302
position,-1.6393059221317325,1.0047255824967225
position,-1.383954531916593,1.072074084737954
position,-1.1464206596778974,1.085409563276957
position,-0.910925087392118,1.061403496297679
position,-0.894497016462167,1.061705522821379
position,-1.0459577288482753,1.1491224549876857
position,-1.1126355525606786,1.2717365080383212
position,-1.2361937620726744,1.4437910009180788
position,-1.4102150461395746,1.6847756978021062
position,-1.5541378151353025,1.8390216982101943
position,-1.315255370121583,1.55856968465952
position,-1.5126349026814914,1.6630325551089766
position,-1.3204645868918476,1.5849884625738582
position,-1.1325993768233475,1.5508560707941639
position,-1.3237634037282375,1.5740018949859207
position,-1.5166423474562973,1.6390966197404908
position,-1.6388654996849976,1.7426781857318154
position,-1.6043123687331984,1.6948929289905452
position,-1.6017478671844292,1.6750195902551355
position,-1.544682515301725,1.5662664629365879
position,-1.7116935780986657,1.6029938850786305
position,-1.589928133413659,1.475336180717313
position,-1.5452589226394693,1.4864168844389312
position,-1.5987902030678292,1.5656117420834619
position,-1.6069651194427605,1.4938662673429868
position,-1.628892067681441,1.321159531539139
position,-1.6994012877276166,1.194480867708978
position,-1.6384174051804303,1.3501767201834136
position,-1.6455156649120797,1.2518798940965974
position,-1.6472261773439425,1.5004257433267671
position,-1.630737482717227,1.6295627859107185
position,-1.679540609281086,1.8312396861697102
position,-1.5758978577048164,1.5723113255322123
position,-1.535132871265782,1.3118352110426488
position,-1.544086053981165,1.1114017864694656
position,-1.5525037074730925,1.2644454828021836
position,-1.5263722125556607,1.436953198952222
position,-1.5640607053056585,1.4365681426773957
position,-1.4835716767860556,1.6011242055168708
position,-1.3784058219617454,1.8156042904941676
position,-1.303819112676152,1.952660374326261
position,-1.0644024301488673,2.090839246654106
position,-1.1009874825120618,2.029816116698294
position,-1.2088759190688119,1.8649952590765915
position,-1.2145540690345407,2.001323052722972
position,-1.1895890247295495,1.9826349289403111
position,-1.3005711110591054,2.2484205760881233
position,-1.271523795215506,2.1159784950474347
position,-1.2899688050830076,1.9379243236585337
position,-1.3132641303685069,1.7049999827197282
position,-1.318645675087031,1.8635337637378684
position,-1.325144450805775,1.8687075759271738
position,-1.2284710033329358,1.8343143259766579
position,-1.3477820608834747,1.6270211362616205
position,-1.441859399389047,1.3757303417840308
position,-1.5373443862871643,1.1227543914976772
position,-1.6160681421817797,1.0323633492459083
position,-1.6255936549382601,1.3203037087687528
position,-1.6515881590938943,1.0911878427605726
position,-1.6486738011477051,0.9086558089260411
position,-1.6224182780937666,0.6528499243843731
position,-1.5695159957823681,0.46152577017193697
position,-1.6577940908190616,0.699663991672818
position,-1.7448659567689018,0.8851716770025754
position,-1.6549860840128208,0.6132501160868147
position,-1.582524534400829,0.490931056470738
position,-1.4760871593038354,0.35537729821305913
position,-1.6664765605522334,0.6230853636108199
position,-1.6349316035711152,0.6757881627353636
position,-1.3995730347779327,0.5266455388989035
position,-1.443579991854305,0.4600178883147255
position,-1.2547617149978079,0.3548221367703132
position,-1.034367995492468,0.30424013017939894
position,-1.001855253004687,0.2930001369901048
position,-1.1576889625831972,0.3381335493637342
position,-1.3018800754664117,0.27314750548265293
position,-1.4809971373177224,0.20908395692055065
position,-1.512400559635276,0.16897562526923532
position,-1.5816411507087924,0.13544249261317023
position,-1.6269502565620453,0.094744472683337
position,-1.5911610358785409,0.27456143079177914
position,-1.6119476489796958,0.13223430672839917
position,-1.6790846893389693,0.40057644710515616
position,-1.7661842832393455,0.6037932339337411
position,-1.9236413797150616,0.826071066348031
position,-1.868842690612782,0.7414745629264269
position,-1.755490742646364,0.6086001250804618
position,-1.8358745523132576,0.6576982765595528
position,-1.9330124884916984,0.8671055517053292
position,-2.0769999163906214,1.0887015639465718
position,-2.2175291096478422,1.288055826352335
position,-2.1886111109058195,1.2906928633913612
position,-2.086120934796783,1.2585910832460134
position,-2.207825420217884,1.2328470532316183
position,-2.235243444306098,1.26953873279894
position,-2.3314880843962156,1.3863071955648258
position,-2.4808328272701434,1.5084751299872905
position,-2.63638055447542,1.616119477671481
position,-2.606273037184763,1.4791544287488883
position,-2.531926754839158,1.2221636686290616
position,-2.555558322461338,1.2989828700127144
position,-2.4909191167757356,1.160172590550933
position,-2.5571528114232294,1.3843997123344431
position,-2.580196457676277,1.602222050816232
position,-2.5387787832625683,1.4321165707916959
position,-2.5301182258814126,1.4286562851636386
position,-2.562981329863155,1.6513071816329097
position,-2.656504460607166,1.8685274571519457
position,-2.6709213004968153,1.9162391587238476
position,-2.5295504437955234,1.7890073003713896
position,-2.624773572410977,2.036898485036629
position,-2.680891062425342,2.151148430900936
position,-2.6681053155248846,2.140932477147907
position,-2.5137729139493814,1.9890978766447571
position,-2.354063497934488,1.8806890541856316
position,-2.4938301011896065,1.9277660448792981
position,-2.235994294165312,1.7748711865023716
position,-1.9979517524410337,1.6391150725487507
position,-2.098950854993061,1.6690422339445639
position,-1.9946915001302934,1.6380467635104867
position,-1.8965218508870907,1.5728515240246106
position,-1.7750946379064934,1.598814651001772
position,-1.9679155437794933,1.5567942703382154
position,-1.7869122499624026,1.5645585300531042
position,-2.0205809940275796,1.5937675553497328
position,-1.9304471400373822,1.5415127071235908
position,-1.960861412691959,1.5720164482905565
position,-2.0121270907409463,1.6497443557610272
position,-1.8960383995120362,1.4720246435881847
position,-1.783082621192885,1.234125019070566
position,-1.6540889248649984,1.060923167284113
position,-1.7559133403508467,1.2671684564688597
position,-1.6013151176614733,1.0428151435878241
position,-1.5863601821789448,0.953383659593924
position,-1.520417242149236,0.7317557525204693
position,-1.4719095419662662,0.5161212469277634
position,-1.4709753208553058,0.7183202917855761
position,-1.4371809588504691,0.6463092379326161
position,-1.3908775610391895,0.7700103343300855
position,-1.4309828253129009,0.770350811454302
position,-1.519438459314127,0.6009098845645005
position,-1.6320261889857817,0.42194382899439553
position,-1.6698143769724159,0.3760638538595087
position,-1.7416155466894265,0.18623967839319294
position,-1.8456149125720929,0.006378397331989417
position,-1.9144440748180458,-0.15538627991947815
position,-1.9263711149242613,-0.2729150817762522
position,-1.934032894991167,-0.4572687526675925
position,-1.958244143637384,-0.4690822468489587
position,-2.0263926398941523,-0.32853150918032803
position,-2.1553631123328456,-0.18669496175967923
position,-2.3141433538717715,-0.07877346048734128
position,-2.3289788117344505,-0.08175359268400587
position,-2.1748935854905045,-0.12630036265064518
position,-1.9567316856385717,-0.2383318318856473
position,-2.1976528418548376,-0.17640344082909978
position,-2.046214684174142,-0.22782274342719858
position,-1.859659091160801,-0.18808291945212088
position,-1.6364075935869036,-0.17710769252253683
position,-1.4006408864345183,-0.17745753420792185
position,-1.1341441603213938,-0.18784939459523212
position,-1.3631263424282916,-0.2088975299236219
position,-1.2098401323207777,-0.20796725937333987
position,-1.459870418290239,-0.23070686671042723
position,-1.6413563675107106,-0.22584522145636932
position,-1.4765399484637673,-0.29367632078846534
position,-1.2117404563327903,-0.362901474084213
position,-0.9739810423699687,-0.42757721919385244
position,-0.7539977324827978,-0.4601846493443618
position,-0.8559813310817819,-0.39357007298996033
position,-1.1102983904283836,-0.25672357245066313
position,-1.3243516060898861,-0.1670298823289987
position,-1.1260712325421556,-0.2823467207055872
position,-1.0904389173822722,-0.34918086038982593
position,-1.0744648232093819,-0.21653592521373458
position,-1.044873747532078,-0.28327320311700577
position,-1.0409984361509248,-0.07781326099379962
position,-1.006187837386024,0.12730050647168892
position,-1.0145413804580095,0.1119310768576696
