type,x,y
goal,10.0,0.0
position,0.0,0.0
position,-0.18929542211423203,0.023835505931402105
position,-0.13510173922260285,-0.005032452721502204
position,0.11004182973292002,-0.14507608666718022
position,0.3524244264933526,-0.24810369358924175
position,0.32199334567196924,-0.21734786703627992
position,0.20599499186523218,-0.13110436349202903
position,0.1433221402390238,-0.07623949242554783
position,0.1967595335053207,-0.20472862014347848
position,0.2744811861280564,-0.454917694535429
position,0.31299881451289957,-0.5179333953551922
position,0.2204437100443332,-0.4253110284415344
position,0.13626922603633052,-0.3294491704421946
position,-0.014697642804080412,-0.23893376052749643
position,-0.1913099319901603,-0.21409499133849497
position,-0.33427778327751967,-0.19980418073284464
position,-0.22813983377661348,-0.1712274328172765
position,-0.15785342677487024,-0.13517142040571356
position,-0.033383360593276575,-0.0487758495644918
position,-0.22411895397781925,-0.19667766929469413
position,-0.3902075061475329,-0.4126982357656747
position,-0.28294970215340765,-0.22425496172157097
position,-0.1767592911537077,0.007332040394488843
position,-0.1582481664461152,0.0721046774745532
position,-0.1752099704286497,0.09296780956085977
position,-0.0943279399499379,0.19415877789439487
position,-0.19210519963299802,0.030444532957747808
position,-0.3593392688063694,-0.21815169723977967
position,-0.3191928596001663,-0.1750146448610053
position,-0.1926373497967072,-0.10301314981409905
position,-0.04475341448939682,-0.037745628636833374
position,0.08862862979146809,-0.018859782935681704
position,0.23749526095456053,0.00013197119271765782
position,0.38750130348642686,-0.03602390873368095
position,0.5523874201253629,-0.11465537938290808
position,0.6226129735054292,-0.26910812353593294
position,0.41981150006947204,-0.14664427972665472
position,0.1648846525270412,-0.016301310070542432
position,0.06200977116851793,0.015057570262932408
position,0.0904356071514373,0.028535626286491544
position,-0.07134062044229617,0.034802088463025245
position,-0.059906042031166666,0.016329806358988532
position,0.05058251991403471,0.10386859494841098
position,0.12514821863740097,0.1797509541844323
position,0.19317131324413256,0.22410145843292834
position,0.2466037072386178,0.33173967090648054
position,0.2643333298198507,0.46790152441261484
position,0.2928972777438514,0.6468640183225004
position,0.26266626794696357,0.7884856721275313
position,0.20218957908329785,0.9540096188732505
position,0.1277186896159608,1.0954275576239851
position,-0.03722256372716788,1.1450763110689668
position,-0.17098178699840694,1.2494883387479083
position,-0.3108248853942112,1.3094445766461482
position,-0.48380451945808073,1.3488081141540509
position,-0.6642895916649226,1.3701048276061873
position,-0.8442576572307765,1.3636166493524375
position,-0.9967945737936746,1.3018767369307285
position,-1.1521536855785197,1.189290795116803
position,-1.2598976187284565,1.0655877987347828
position,-1.3366972100351986,0.9461295613098438
position,-1.402884568592064,0.7734121357865343
position,-1.424900779537983,0.5811068061599189
position,-1.4131151108933948,0.43715252044009234
position,-1.3613804365918973,0.27409926806073504
position,-1.2415241241000565,0.023382897296895563
position,-1.1211838199970883,-0.13622242736701706
position,-0.9909939394772487,-0.25780968581670655
position,-0.8269494671580525,-0.34578077058723217
position,-0.6455355238502032,-0.4065498530207907
position,-0.45195875112099915,-0.4262074034610637
position,-0.2688304642881131,-0.42383500223732706
position,-0.07946272158347753,-0.3356381058361294
position,0.08317219841658395,-0.2336947795829819
position,0.21153509412978372,-0.09031779479659115
position,0.3149987464431234,0.0453796163189168
position,0.3980277917405056,0.26592764045196743
position,0.4330514028466821,0.48828135901236036
position,0.42847190350315983,0.6872885700755974
position,0.3730285364591959,0.8971206875073654
position,0.2800843566430842,1.0861086320053936
position,0.15671387092699007,1.249535346155005
position,0.016284072752973236,1.4046561790865324
position,-0.17603621640471903,1.5198151449737933
position,-0.3643568663980483,1.6025337185926252
position,-0.5853816629466039,1.6315583190745062
position,-0.8071504349011118,1.6302086922963357
position,-1.0330641002605092,1.5632436656351112
position,-1.2290280265497926,1.4708716518597236
position,-1.402906883643384,1.3440897869824608
position,-1.545083921507581,1.1706134149828933
position,-1.648396568196598,0.9740764366829872
position,-1.703819876283513,0.7585658161384843
position,-1.7217302626272104,0.5315654072202598
position,-1.6835089432435968,0.31544956517776723
position,-1.608862328081529,0.1156426498733809
position,-1.490327792822738,-0.05813150906381189
position,-1.329281077680034,-0.2238265225312418
position,-1.1690307139091245,-0.35184632625690493
position,-0.9592007681053863,-0.44393356051051525
position,-0.7122132403284651,-0.5209434159046765
position,-0.5025541426924354,-0.5193680443636484
position,-0.28310283193333763,-0.4883513118597231
position,-0.10046990890952308,-0.41885340391294307
position,0.0885993901552634,-0.3091351654531514
position,0.23207331323058475,-0.14612117974691388
position,0.34077045679029977,0.02666165064226187
position,0.4213410576434967,0.23649753662251125
position,0.47068645763141037,0.46642104903646486
position,0.4687862994626832,0.7265157707534841
position,0.4064841342642118,0.9272741048940473
position,0.30040153879072345,1.1565831627707441
position,0.15671020820665502,1.3047616569255287
position,-0.025971394439031723,1.4826297634311296
position,-0.211516832254885,1.5922131386767302
position,-0.45306474314410855,1.685669446075445
position,-0.6833617668896343,1.7172611323495848
position,-0.8977676688450904,1.6810966166686334
position,-1.087157114655349,1.588733444237063
position,-1.2722510159067923,1.4836371992699953
position,-1.4431570577159174,1.334625986569453
position,-1.5886343157609721,1.1590469944046458
position,-1.679519184425051,0.9648105709419428
position,-1.7158971299757684,0.7371240134278129
position,-1.7104190648242887,0.5224604044076395
position,-1.6716152225372625,0.31041263689897985
position,-1.5951427729880179,0.09613365006308006
position,-1.4666230123573158,-0.09923576773009127
position,-1.320584253353306,-0.23330820962862572
position,-1.1374886477834862,-0.3711565137654805
position,-0.9162323992853458,-0.4711925152292523
position,-0.7087153597165712,-0.5068840378102368
position,-0.5006865938379161,-0.49385515712457695
position,-0.2745886035228873,-0.4504200181577285
position,-0.06832738298983895,-0.356139105321096
position,0.10341832889441713,-0.2170089188155712
position,0.26890139258776385,-0.05316070338524749
position,0.36979189512245164,0.15455808275615085
position,0.4351468372156784,0.35554716485597726
position,0.4553197242178623,0.551770668602224
position,0.4219116891313774,0.7639410890339733
position,0.3702660282065522,0.9935668459015643
position,0.2561581565274236,1.2015690373449444
position,0.10516402617352659,1.3838015811781903
position,-0.05034371510618496,1.5189613583676624
position,-0.2728665108475692,1.6172600868602862
position,-0.47626593351554336,1.6625861647705347
position,-0.7119659852261354,1.6630413730071174
position,-0.9308021419482287,1.6314455974567252
position,-1.1371888238574002,1.5461868262195635
position,-1.3601082801827828,1.4155841511114964
position,-1.514005010197447,1.2528671974793955
position,-1.6147405486220998,1.0725660015894216
position,-1.6827592246932492,0.8610576476127423
position,-1.708546234755311,0.6540363089563566
position,-1.696894275719921,0.4495344906046809
position,-1.654070902640036,0.23706224809764212
position,-1.5443946766961,0.04236498347052748
position,-1.4107038318538019,-0.12604969073910036
position,-1.2148438784457896,-0.29113488982748315
position,-1.0038334726318776,-0.406770289241112
position,-0.7847631252558089,-0.4870019858190208
position,-0.5546783282828585,-0.4991047783562007
position,-0.3601748451732082,-0.4829761630698973
position,-0.16694250479341463,-0.4237291143368249
position,0.02858010474155822,-0.33107283388900427
position,0.1937818717532168,-0.19842709047381873
position,0.33166847344173356,-0.058948250429330655
position,0.4270424200549959,0.15843486724529396
position,0.48083974092853893,0.36522570597766907
position,0.4695244685502926,0.5779615302901691
position,0.41918525721432065,0.7861725277931515
position,0.34919275292467655,0.9629438746800046
position,0.24378847111550286,1.1451866743690868
position,0.09825804220573352,1.3032550091976576
position,-0.08208853775433032,1.4519331073921955
position,-0.3050195164278433,1.525353340965676
position,-0.5278342913633044,1.583853842978877
position,-0.7603935155008346,1.5793427043124584
position,-0.9792146754081981,1.556108778085062
position,-1.175913979380222,1.4620344897728599
position,-1.376794657793228,1.3246932805447855
position,-1.530050651115343,1.171468061669991
position,-1.6276712375880875,0.9967661795200216
position,-1.705804035801257,0.7910041553837162
position,-1.7164425008001305,0.5802528611514697
position,-1.6829624244355323,0.3564342366607035
position,-1.6095617423195896,0.14233310328158547
position,-1.5026510892123992,-0.08874864699025321
position,-1.3571765030608756,-0.2529833161760355
position,-1.179525663840242,-0.37300468916192586
position,-0.9724711362104121,-0.46738063715904865
position,-0.7757301447969545,-0.5098974861535345
position,-0.5575819837238895,-0.5302381098844035
position,-0.34043655192767036,-0.5164504176697108
position,-0.12308453075795617,-0.43986343337605166
position,0.05186173006176786,-0.3408898277202247
position,0.22948459139413663,-0.19349251243826693
position,0.3623965502701568,-0.036529936688531835
position,0.45004945182468076,0.16670626173153186
position,0.5050339628925894,0.3735666312281587
position,0.501630740231389,0.6002075132180708
position,0.4590991455353374,0.8194751140596933
position,0.36564957578010837,1.0477872050702681
position,0.23668960539324263,1.2215550573492162
position,0.06719659669895339,1.4012962543824965
position,-0.12762711168526136,1.5287366366566606
position,-0.3497072707409594,1.6180759984247182
position,-0.5754095890080492,1.6496652413154587
position,-0.7968714246902303,1.6165272383846618
position,-1.0026155504941006,1.573957252228118
position,-1.1946958602242173,1.474826643995799
position,-1.3685438791356432,1.329921528599977
position,-1.4987816509769438,1.1603451052517397
position,-1.6082781072045769,0.982990419910735
position,-1.67089649328499,0.7553191925038193
position,-1.6962621452213535,0.5398763091326032
position,-1.6642920564326258,0.3191469425927015
position,-1.58919863580545,0.10375665985447205
position,-1.4822453475781847,-0.08257683416205683
position,-1.3397563879620835,-0.23764520285067128
position,-1.1592416778062813,-0.37304070634115244
position,-0.9511829768423962,-0.47922103757040097
position,-0.7297517257231396,-0.5212245729155764
position,-0.49428061345185903,-0.5224971965992635
position,-0.27434970080194476,-0.4874193839504117
position,-0.07346401733760083,-0.3950850031621017
position,0.1069164988838292,-0.2759852515929792
position,0.26097703764041025,-0.12486292005221403
position,0.3791903331558805,0.058112152198721685
position,0.45741137769158247,0.26096408332968374
position,0.4813964864715807,0.5047107150405019
position,0.45575672920801735,0.6917394267720208
position,0.39112125402953685,0.8963883925094516
position,0.29425083929010176,1.0846857665132772
position,0.15314245563986487,1.2595515129463364
position,-0.00748890040096324,1.3983953414066037
position,-0.20958943358778032,1.5015382923353429
position,-0.4207187436987801,1.5789527461184307
position,-0.6447875846229462,1.6273216852494985
position,-0.881737940281775,1.607965397710972
position,-1.1055829893809144,1.548302600938104
position,-1.2978012374782306,1.4338849166173004
position,-1.4632304359242363,1.2923506236401212
position,-1.6028885916975368,1.0985573608600134
position,-1.6963414113054247,0.9040736043640653
