,timesteps,heading_error,change_distance,linear_velocity,angular_speed,path_deviation,closest_obstacle,reward
61,62,2.1604870446681588,-0.36073273776569525,-0.72,0.72,1.837156244665673,2.9562833309173584,-2.5626536125899233
62,63,2.1604870446681588,0.0,-0.72,0.72,1.837156244665673,3.697711944580078,-2.7195583269838153
63,64,3.044521645647002,-0.7770874050087846,-0.73,0.72,1.48001360327552,3.697711944580078,-2.4952989667405183
64,65,3.044521645647002,0.0,-0.73,0.72,1.48001360327552,3.980323553085327,-2.8772615143611144
65,66,1.864657887328673,-0.28010579686625103,-0.72,0.72,0.7447840922829103,3.980323553085327,-1.5538051556416064
66,67,1.864657887328673,0.0,-0.72,0.72,0.7447840922829103,3.509734630584717,-1.697746026407862
67,68,0.6774291747217385,0.31343406219991365,-0.74,0.73,0.2691135844266259,3.509734630584717,-0.8829713235157679
68,69,0.6774291747217385,0.0,-0.74,0.73,0.2691135844266259,3.1078174114227295,-0.7273506778321063
69,70,0.1113915359807347,0.46284882000898353,-0.72,0.72,0.2631286841184166,3.1078174114227295,-0.648649534118655
70,71,0.1113915359807347,0.0,-0.72,0.72,0.2631286841184166,2.3022992610931396,-0.4357885242022981
71,72,0.6894708501404696,0.6633195321757164,-0.72,0.72,0.983078518546593,2.3022992610931396,-1.5751400936810696
72,73,0.6894708501404696,0.0,-0.72,0.72,0.983078518546593,1.9469294548034668,-1.3007880488247068
73,74,1.3899814382148872,0.16998195751053746,-0.73,0.72,1.4895637132993833,1.9469294548034668,-2.1269269419602055
74,75,1.3899814382148872,0.0,-0.73,0.72,1.4895637132993833,2.35453462600708,-2.0576314986641475
75,76,1.7960138884346097,-0.1977681490347063,-0.72,0.72,1.813913733598373,2.35453462600708,-2.437215354569052
76,77,1.7960138884346097,0.0,-0.72,0.72,1.813913733598373,3.1461539268493652,-2.518727740013201
77,78,2.282906375798973,-0.651150251173422,-0.73,0.72,1.8348276797039114,3.1461539268493652,-2.4837737526664205
78,79,2.282906375798973,0.0,-0.73,0.72,1.8348276797039114,3.8203365802764893,-2.780305140579813
79,80,2.6762871544634717,-0.5768669119838838,-0.71,0.71,1.3290311099324421,3.8203365802764893,-2.282204585507378
80,81,2.6762871544634717,0.0,-0.71,0.71,1.3290311099324421,3.9851694107055664,-2.568602860082148
81,82,1.7074396323087395,-0.22441560874389133,-0.75,0.74,0.7006660135438394,3.9851694107055664,-1.4786012850693488
82,83,1.7074396323087395,0.0,-0.75,0.74,0.7006660135438394,3.3999462127685547,-1.5899532639321163
83,84,0.5381053150113866,0.4276251381883638,-0.76,0.76,0.25939353044700697,3.3999462127685547,-0.8649814888797459
84,85,0.5381053150113866,0.0,-0.76,0.76,0.25939353044700697,2.90010666847229,-0.6555789468314517
85,86,0.18190322597028175,0.5128073338492003,-0.74,0.73,0.3457942959354427,2.90010666847229,-0.7741514373633936
86,87,0.18190322597028175,0.0,-0.74,0.73,0.3457942959354427,2.15108323097229,-0.5409322726634314
87,88,0.8822208822896842,0.6168013202245026,-0.72,0.72,1.1050168799484925,2.15108323097229,-1.7493007711752893
88,89,0.8822208822896842,0.0,-0.72,0.72,1.1050168799484925,1.9973337650299072,-1.4947137540208337
89,90,1.4021277214776093,0.10489488229711608,-0.72,0.72,1.6659063905275646,1.9973337650299072,-2.245702337001209
90,91,1.4021277214776093,0.0,-0.72,0.72,1.6659063905275646,2.537287712097168,-2.2033787820780537
91,92,1.9986073163159261,-0.4064694570224541,-0.71,0.71,1.9008477550209015,2.537287712097168,-2.5152828591842895
92,93,1.9986073163159261,0.0,-0.71,0.71,1.9008477550209015,3.3373045921325684,-2.687216257079143
93,94,2.524278544556048,-0.5708397684645723,-0.74,0.73,1.7548053621702568,3.3373045921325684,-2.5778576966438136
94,95,2.524278544556048,0.0,-0.74,0.73,1.7548053621702568,3.9129855632781982,-2.8393287849441657
95,96,2.478795582526538,-0.5667042829240287,-0.71,0.71,1.1559532228318479,3.9129855632781982,-2.0465204166283204
96,97,2.478795582526538,0.0,-0.71,0.71,1.1559532228318479,3.8536674976348877,-2.331394764433206
97,98,1.262170648089483,-0.06859981730831954,-0.73,0.72,0.4645549410144102,3.8536674976348877,-1.1405295572344676
98,99,1.262170648089483,0.0,-0.73,0.72,0.4645549410144102,3.3174850940704346,-1.1737190857734672
99,100,0.2950374125354962,0.4768185798049718,-0.73,0.72,0.10393567734295939,3.3174850940704346,-0.6287344911502165
100,101,0.2950374125354962,0.0,-0.73,0.72,0.10393567734295939,2.686115026473999,-0.401657057059313
101,102,0.4526398322765841,0.7343442454122586,-0.71,0.71,0.6800006041844222,2.686115026473999,-1.2529184988595252
102,103,0.4526398322765841,0.0,-0.71,0.71,0.6800006041844222,2.0384464263916016,-0.9375547943902884
103,104,1.0934744919071813,0.4161309966341351,-0.72,0.72,1.3726098451178548,2.0384464263916016,-1.9835422688065467
104,105,1.0934744919071813,0.0,-0.72,0.72,1.3726098451178548,2.096818685531616,-1.814414930965072
105,106,1.5143036398375687,-0.00861226439443552,-0.72,0.72,1.7309583722252888,2.096818685531616,-2.308036237296273
106,107,1.5143036398375687,0.0,-0.72,0.72,1.7309583722252888,2.743675470352173,-2.311508326616213
107,108,2.0925887389449906,-0.49592485903220673,-0.73,0.72,1.86212966510933,2.743675470352173,-2.493376501934852
108,109,2.0925887389449906,0.0,-0.73,0.72,1.86212966510933,3.5443782806396484,-2.7069879104771566
109,110,3.1074725076633785,-0.7723459058843227,-0.73,0.72,1.610949708976577,3.5443782806396484,-2.638136116825093
110,111,3.1074725076633785,0.0,-0.73,0.72,1.610949708976577,3.977320909500122,-3.0134858299301484
111,112,2.3735494720073342,-0.3768715703925354,-0.73,0.72,1.0163724020695981,3.977320909500122,-1.9757990413867028
112,113,2.3735494720073342,0.0,-0.73,0.72,1.0163724020695981,3.6524105072021484,-2.1708624665765432
113,114,1.0622690554139909,0.17628518496472179,-0.71,0.71,0.417838860061511,3.6524105072021484,-1.123344989363137
114,115,1.0622690554139909,0.0,-0.71,0.71,0.417838860061511,3.2660200595855713,-1.0326400106606628
115,116,0.02520587099085514,0.6111712109788279,-0.71,0.71,0.21783280135277538,3.2660200595855713,-0.6326008885465039
116,117,0.02520587099085514,0.0,-0.71,0.71,0.21783280135277538,2.464810609817505,-0.35410357148210647
117,118,0.5586523255621945,0.5011001513150557,-0.71,0.71,0.7589617695065621,2.464810609817505,-1.2659198211504035
118,119,0.5586523255621945,0.0,-0.71,0.71,0.7589617695065621,1.9479273557662964,-1.0537299732908054
119,120,1.1708504461975116,0.35330990568150433,-0.73,0.72,1.4244909044394247,1.9479273557662964,-2.040665045215724
120,121,1.1708504461975116,0.0,-0.73,0.72,1.4244909044394247,2.224012613296509,-1.896007755567493
121,122,1.6661903752737377,-0.19381916554772438,-0.74,0.73,1.852819427276286,2.224012613296509,-2.4099859673945656
122,123,1.6661903752737377,0.0,-0.74,0.73,1.852819427276286,2.966292381286621,-2.4886959523878343
123,124,2.117817009934031,-0.4096493091654141,-0.74,0.74,1.9599140136347266,2.966292381286621,-2.6222813997012455
124,125,2.117817009934031,0.0,-0.74,0.74,1.9599140136347266,3.7116000652313232,-2.8011403528174723
125,126,3.0148765618485034,-0.74247180751762,-0.72,0.72,1.5285843795091616,3.7116000652313232,-2.5373807447413608
126,127,3.0148765618485034,0.0,-0.72,0.72,1.5285843795091616,3.989469289779663,-2.8998955934487785
127,128,1.875329125224625,-0.3069552807634919,-0.74,0.73,0.8248731363536297,3.989469289779663,-1.6138850807326413
128,129,1.875329125224625,0.0,-0.74,0.73,0.8248731363536297,3.5064687728881836,-1.7709082946251526
129,130,0.9416106638945134,0.20960482806151237,-0.72,0.72,0.38671680841670336,3.5064687728881836,-1.0568188167687709
130,131,0.9416106638945134,0.0,-0.72,0.72,0.38671680841670336,3.098668098449707,-0.9497685875978168
131,132,0.09426415870058324,0.7033758211977128,-0.71,0.71,0.32575687918991,3.098668098449707,-0.7915615756947731
132,133,0.09426415870058324,0.0,-0.71,0.71,0.32575687918991,2.3098957538604736,-0.4749719776066782
133,134,0.8458830076070054,0.5919404862374833,-0.73,0.73,1.0401747481831127,2.3098957538604736,-1.6737332270808767
134,135,0.8458830076070054,0.0,-0.73,0.73,1.0401747481831127,1.9570348262786865,-1.4270265252799292
135,136,1.2242072303590712,0.215616082314523,-0.72,0.72,1.492774624380325,1.9570348262786865,-2.0636500812303233
136,137,1.2242072303590712,0.0,-0.72,0.72,1.492774624380325,2.3633785247802734,-1.975913123600993
137,138,1.8336497018488878,-0.2519413507132713,-0.75,0.75,1.8231373146043277,2.3633785247802734,-2.4524586609173316
138,139,1.8336497018488878,0.0,-0.75,0.75,1.8231373146043277,3.156083345413208,-2.55199075356332
139,140,2.412060926003954,-0.6708110557879596,-0.7,0.7,1.8147464889157272,3.156083345413208,-2.5247772822682606
140,141,2.412060926003954,0.0,-0.7,0.7,1.8147464889157272,3.8302688598632812,-2.8227066350262784
141,142,2.8671433131834236,-0.5324845322909031,-0.72,0.72,1.4477404843107065,3.8302688598632812,-2.500440660690548
142,143,2.8671433131834236,0.0,-0.72,0.72,1.4477404843107065,3.9903173446655273,-2.761353852957474
143,144,1.6425357612211418,-0.2660504441617766,-0.72,0.72,0.6622781971086339,3.9903173446655273,-1.3826958580866853
144,145,1.6425357612211418,0.0,-0.72,0.72,0.6622781971086339,3.405027151107788,-1.5206802472146754
145,146,0.5043037259169356,0.46562876487829197,-0.72,0.72,0.266673356396414,3.405027151107788,-0.8585825785044753
146,147,0.5043037259169356,0.0,-0.72,0.72,0.266673356396414,2.907505750656128,-0.6350803569927964
147,148,0.21150675392471507,0.5258796631924829,-0.71,0.71,0.4493112055996472,2.907505750656128,-0.8668241612446904
148,149,0.21150675392471507,0.0,-0.71,0.71,0.4493112055996472,2.133974313735962,-0.632436736346534
149,150,0.8650348208338396,0.5842095382433801,-0.71,0.71,1.2000332650773446,2.133974313735962,-1.797904794120306
150,151,0.8650348208338396,0.0,-0.71,0.71,1.2000332650773446,2.0003228187561035,-1.5597784173832543
151,152,1.4540486224908982,0.08161012904268983,-0.73,0.72,1.7159751928869302,2.0003228187561035,-2.305849535345112
152,153,1.4540486224908982,0.0,-0.73,0.72,1.7159751928869302,2.550334930419922,-2.2707942744721907
153,154,1.8828553736549267,-0.35414287700006497,-0.73,0.72,1.854512567524841,2.550334930419922,-2.4461267518045253
154,155,1.8828553736549267,0.0,-0.73,0.72,1.854512567524841,3.3604350090026855,-2.5960275497645338
155,156,2.518977470417264,-0.5541102850845698,-0.75,0.74,1.8866174399008298,3.3604350090026855,-2.693159698878392
156,157,2.518977470417264,0.0,-0.75,0.74,1.8866174399008298,3.9245657920837402,-2.944483324071971
157,158,2.407745836379105,-0.6107705783345487,-0.72,0.72,1.1525068146417439,3.9245657920837402,-1.9898061073892765
158,159,2.407745836379105,0.0,-0.72,0.72,1.1525068146417439,3.8315889835357666,-2.295468178820145
159,160,1.4828531059036871,-0.015417337162998201,-0.71,0.71,0.586090436072884,3.8315889835357666,-1.3712590035713448
160,161,1.4828531059036871,0.0,-0.71,0.71,0.586090436072884,3.29995059967041,-1.3775332967146094
161,162,0.17261723439931087,0.462524865746361,-0.71,0.71,0.08496482864129282,3.29995059967041,-0.539352295156416
162,163,0.17261723439931087,0.0,-0.71,0.71,0.08496482864129282,2.696025848388672,-0.32151487501714826
163,164,0.39329891440918185,0.5928677649749261,-0.74,0.73,0.585494399344616,2.696025848388672,-1.0975506092182088
164,165,0.39329891440918185,0.0,-0.74,0.73,0.585494399344616,2.0280191898345947,-0.83839019961022
165,166,1.0229718161169563,0.37346897171182025,-0.71,0.71,1.1888903282097363,2.0280191898345947,-1.7862683635564152
166,167,1.0229718161169563,0.0,-0.71,0.71,1.1888903282097363,2.08687686920166,-1.6298325655307258
167,168,1.5677452214722285,0.019089870787288632,-0.73,0.72,1.790107672934186,2.08687686920166,-2.396890249321216
168,169,1.5677452214722285,0.0,-0.73,0.72,1.790107672934186,2.767061233520508,-2.3869485580006606
169,170,1.9699981832266147,-0.37073083816450314,-0.72,0.72,1.9269045054893807,2.767061233520508,-2.5374745177374973
170,171,1.9699981832266147,0.0,-0.72,0.72,1.9269045054893807,3.54177188873291,-2.6961125049220094
171,172,3.0559224146899755,-0.7187003383085369,-0.72,0.72,1.711592138909044,3.54177188873291,-2.722716651247553
172,173,3.0559224146899755,0.0,-0.72,0.72,1.711592138909044,3.9731454849243164,-3.0668247273894202
173,174,2.1144529833984476,-0.4444507235880337,-0.73,0.72,0.9544664058106179,3.9731454849243164,-1.7633429148015753
174,175,2.1144529833984476,0.0,-0.73,0.72,0.9544664058106179,3.657100200653076,-1.9917894252649155
175,176,1.225673640183036,0.07558103982188591,-0.72,0.72,0.4858053909800633,3.657100200653076,-1.2101221999304683
176,177,1.225673640183036,0.0,-0.72,0.72,0.4858053909800633,3.274817705154419,-1.171070941792766
177,178,0.06478653914899368,0.6398763519846513,-0.74,0.73,0.15122742047427462,3.274817705154419,-0.6225419792016329
178,179,0.06478653914899368,0.0,-0.74,0.73,0.15122742047427462,2.466057062149048,-0.3267204288838528
179,180,0.6304929267792523,0.6342864382794184,-0.71,0.71,0.8931657210861356,2.466057062149048,-1.4660768465724627
180,181,0.6304929267792523,0.0,-0.71,0.71,0.8931657210861356,1.949326992034912,-1.1970134351629933
181,182,1.0695479690064058,0.27533877673038365,-0.72,0.72,1.3851340263003116,1.949326992034912,-1.9249547237922937
182,183,1.0695479690064058,0.0,-0.72,0.72,1.3851340263003116,2.214700937271118,-1.8124710144606497
183,184,1.648234670741104,-0.11928160104994134,-0.73,0.72,1.7505594860694533,2.214700937271118,-2.347316316722038
184,185,1.648234670741104,0.0,-0.73,0.72,1.7505594860694533,2.9839792251586914,-2.395554733143312
185,186,2.280784789798174,-0.6038934347794056,-0.7,0.7,1.7725709241220327,2.9839792251586914,-2.4575729316234067
186,187,2.280784789798174,0.0,-0.7,0.7,1.7725709241220327,3.7130985260009766,-2.723328115088433
187,188,2.9419554929524168,-0.43692183458571243,-0.74,0.73,1.625981306562113,3.7130985260009766,-2.7418628760824797
188,189,2.9419554929524168,0.0,-0.74,0.73,1.625981306562113,3.998985767364502,-2.945108014655835
189,190,1.9652917400420553,-0.5156585897673427,-0.72,0.72,0.7500221154254725,3.998985767364502,-1.4863319581476468
190,191,1.9652917400420553,0.0,-0.72,0.72,0.7500221154254725,3.497697353363037,-1.752253371278603
191,192,0.6747585970814534,0.3260149565143955,-0.73,0.72,0.27623953298045584,3.497697353363037,-0.8903838401920984
192,193,0.6747585970814534,0.0,-0.73,0.72,0.27623953298045584,3.088627815246582,-0.7293607338422887
193,194,0.358402937561924,0.7414672620642744,-0.72,0.72,0.42271463464556885,3.088627815246582,-1.0128570667253682
194,195,0.358402937561924,0.0,-0.72,0.72,0.42271463464556885,2.2811801433563232,-0.6869629854146145
195,196,0.7660992216422104,0.40068222697231537,-0.72,0.72,0.9610962761746699,2.2811801433563232,-1.4875723312348044
196,197,0.7660992216422104,0.0,-0.72,0.72,0.9610962761746699,1.9522093534469604,-1.3215164406780386
197,198,1.2295296853607853,0.1711931169883627,-0.74,0.73,1.5684801208201655,1.9522093534469604,-2.114358521660191
198,199,1.2295296853607853,0.0,-0.74,0.73,1.5684801208201655,2.3965961933135986,-2.0428941622664616
199,200,1.9393656511544393,-0.2695381044953411,-0.72,0.72,1.8319111656466471,2.3965961933135986,-2.4937130175406903
200,201,1.9393656511544393,0.0,-0.72,0.72,1.8319111656466471,3.1742935180664062,-2.6048015670117346
201,202,2.3281988731040713,-0.4222152909375305,-0.72,0.72,1.9072704103630784,3.1742935180664062,-2.670967437447085
202,203,2.3281988731040713,0.0,-0.72,0.72,1.9072704103630784,3.8305084705352783,-2.859505573759696
203,204,2.7275862700736977,-0.7363246338258413,-0.72,0.72,1.3743687399653381,3.8305084705352783,-2.2636030503162505
204,205,2.7275862700736977,0.0,-0.72,0.72,1.3743687399653381,3.9855868816375732,-2.6328779359263166
205,206,1.8301733504377942,-0.18975679017981317,-0.71,0.71,0.7354888732095993,3.9855868816375732,-1.5739847714165298
206,207,1.8301733504377942,0.0,-0.71,0.71,0.7354888732095993,3.3984375,-1.6707121686910351
207,208,0.6029977674434099,0.4254818680061172,-0.72,0.72,0.30131049339098104,3.3984375,-0.9189864653780381
208,209,0.6029977674434099,0.0,-0.72,0.72,0.30131049339098104,2.89460825920105,-0.7121370873516872
209,210,0.3162122230973643,0.6466028605554186,-0.73,0.72,0.49808551652546207,2.89460825920105,-1.0107601510733786
210,211,0.3162122230973643,0.0,-0.73,0.72,0.49808551652546207,2.1524744033813477,-0.7275643336862492
211,212,0.8148836745359245,0.44198856351739213,-0.76,0.76,1.0730414668937,2.1524744033813477,-1.631992150357477
212,213,0.8148836745359245,0.0,-0.76,0.76,1.0730414668937,2.010821580886841,-1.4448864757510753
213,214,1.3682146663494965,0.18842641915327363,-0.73,0.72,1.6647294573082112,2.010821580886841,-2.2679265749626247
214,215,1.3682146663494965,0.0,-0.73,0.72,1.6647294573082112,2.5686123371124268,-2.186880707938515
215,216,1.980050543830692,-0.38449423244826697,-0.72,0.72,1.9275365867066478,2.5686123371124268,-2.540014412430477
216,217,1.980050543830692,0.0,-0.72,0.72,1.9275365867066478,3.3730125427246094,-2.7016443501978618
217,218,2.493982833924762,-0.5858721667848057,-0.71,0.71,1.823577940319568,3.3730125427246094,-2.6052481409059367
218,219,2.493982833924762,0.0,-0.71,0.71,1.823577940319568,3.9236910343170166,-2.8730881641224943
219,220,2.4671918826409334,-0.65427620862443,-0.73,0.72,1.1003093319840558,3.9236910343170166,-1.9526068823759335
220,221,2.4671918826409334,0.0,-0.73,0.72,1.1003093319840558,3.8135831356048584,-2.284833215824909
221,222,1.3272089107662581,0.014690095556126437,-0.71,0.71,0.5375693091420464,3.8135831356048584,-1.2705386552917957
222,223,1.3272089107662581,0.0,-0.71,0.71,0.5375693091420464,3.3032145500183105,-1.2608942976012247
223,224,0.31266952605660947,0.38075916833671286,-0.72,0.72,0.1606997418924487,3.3032145500183105,-0.638352846173008
224,225,0.31266952605660947,0.0,-0.72,0.72,0.1606997418924487,2.648711681365967,-0.45448436545946114
225,226,0.4605118720598247,0.7237115648203236,-0.72,0.72,0.6581360593964027,2.648711681365967,-1.236996675385313
226,227,0.4605118720598247,0.0,-0.72,0.72,0.6581360593964027,2.003175735473633,-0.926354592464232
227,228,1.0795514756059594,0.4714064298047118,-0.69,0.69,1.362950404009003,2.003175735473633,-1.9868844968563097
228,229,1.0795514756059594,0.0,-0.69,0.69,1.362950404009003,2.1006128787994385,-1.792659627889163
229,230,1.471694263125121,-0.04945224307466667,-0.75,0.74,1.728969744566349,2.1006128787994385,-2.283082558148446
230,231,1.471694263125121,0.0,-0.75,0.74,1.728969744566349,2.773099422454834,-2.294723564158315
231,232,2.071804530505535,-0.4731199951125564,-0.73,0.72,1.9115037826736032,2.773099422454834,-2.534628780542577
232,233,2.071804530505535,0.0,-0.73,0.72,1.9115037826736032,3.566293478012085,-2.7360951003088476
233,234,3.127379458825904,-0.6783488229562922,-0.72,0.72,1.7308148217218546,3.566293478012085,-2.793426932618808
234,235,3.127379458825904,0.0,-0.72,0.72,1.7308148217218546,3.960575580596924,-3.1179313957076333
235,236,2.367151560640096,-0.453480722724243,-0.73,0.72,1.0547698383651136,3.960575580596924,-1.9646724773995028
236,237,2.367151560640096,0.0,-0.73,0.72,1.0547698383651136,3.644684076309204,-2.1983814599293363
237,238,1.0413072752996184,0.16313008522769312,-0.72,0.72,0.39487402586654824,3.644684076309204,-1.088726939296361
238,239,1.0413072752996184,0.0,-0.72,0.72,0.39487402586654824,3.2500510215759277,-1.0061426672602454
239,240,0.046333664147739206,0.6065100744029452,-0.72,0.72,0.2974126675125028,3.2500510215759277,-0.7073865280326952
240,241,0.046333664147739206,0.0,-0.72,0.72,0.2974126675125028,2.4773175716400146,-0.4306867750010693
241,242,0.5812653833610133,0.5071137653492128,-0.72,0.72,0.7790422500379679,2.4773175716400146,-1.298245742703698
242,243,0.5812653833610133,0.0,-0.72,0.72,0.7790422500379679,1.958531141281128,-1.0834563006280784
243,244,1.222105744425944,0.3463568885141086,-0.71,0.71,1.4448406252781074,1.958531141281128,-2.075576370521294
244,245,1.222105744425944,0.0,-0.71,0.71,1.4448406252781074,2.231452465057373,-1.9341597673399165
245,246,1.800214241078038,-0.16204071563142364,-0.73,0.72,1.7954948768997783,2.231452465057373,-2.442756152662417
246,247,1.800214241078038,0.0,-0.73,0.72,1.7954948768997783,2.9631693363189697,-2.507492830976039
247,248,2.1515752987286234,-0.48367574302757443,-0.71,0.71,1.8790275544778947,2.9631693363189697,-2.5344967286561477
248,249,2.1515752987286234,0.0,-0.71,0.71,1.8790275544778947,3.7104012966156006,-2.7462440878510863
